Vintage,Country,County,Designation,Points,Price,Province,Winery
2012,France,Les Baux de Provence,Passe Rose,86,18 ,Provence,Mas Sainte Berthe
2012,France,Alsace,Seppi Landmann Vallée Noble,90,26 ,Alsace,Domaine Rieflé Landmann
2012,France,Pommard,Clos Blanc Premier Cru,88,58 ,Burgundy,Domaine A. Machard de Gramont
2012,France,Bordeaux Blanc,Mouton Cadet,86,10 ,Bordeaux,Baron Philippe de Rothschild
2012,France,Côtes de Bourg,Les Cèdres,90,55 ,Bordeaux,Château l Espérance
2012,France,Saint Aubin,La Chatenière Premier Cru,88,60 ,Burgundy,Roche de Bellene
2012,France,Rully,Les Cloux Premier Cru,89,39 ,Burgundy,Olivier Leflaive
2012,Italy,Offida Pecorino,Villa Piatti,88,22 ,Central Italy,Collevite
2012,France,Côtes du Marmandais,Château Bazin,88,45 ,Southwest France,Cave du Marmandais
2012,Italy,Alto Adige,Appius,90,108 ,Northeastern Italy,Cantina Produttori San Michele Appiano
2012,Italy,Greco di Tufo,Tenute di Altavilla,85,21 ,Southern Italy,Villa Matilde
2012,France,Coteaux du Giennois,La Gaupière,86,20 ,Loire Valley,Joseph Mellot
2012,Italy,Toscana,Balifico,90,65 ,Central Italy,Volpaia
2012,Italy,Verdicchio dei Castelli di Jesi Classico,Crisio Riserva,88,27 ,Central Italy,Casalfarneto
2012,France,Bordeaux Blanc,Mouton Cadet,86,10 ,Bordeaux,Baron Philippe de Rothschild
2012,Italy,Chianti Classico,Riserva,89,25 ,Central Italy,Tenuta di Capraia
2012,Italy,Conegliano Valdobbiadene Prosecco Superiore,Millesimato Rive di Farra di Soligo Extra Dry,86,18 ,Northeastern Italy,La Farra
2012,France,Alsace,Barriques,89,37 ,Alsace,Domaine Ostertag
2012,France,Cahors,Château Beauvillain Monpezat,86,14 ,Southwest France,Rigal
2012,Italy,Soave,Danieli,87,17 ,Northeastern Italy,Fattori
2012,Italy,Barolo,Bricco Fiasco,89,95 ,Northwestern Italy,Azelia
2012,Italy,Barolo,Monfalletto,93,48 ,Northwestern Italy,Cordero di Montezemolo
2012,Italy,Montepulciano d Abruzzo,Riserva,89,19 ,Central Italy,La Quercia
2012,France,Sancerre,La Gravelière,86,20 ,Loire Valley,Joseph Mellot
2012,Italy,Coste della Sesia,Muntacc,89,28 ,Northwestern Italy,La Prevostura
2012,France,Cahors,Prestige,93,24 ,Southwest France,Château Haut Monplaisir
2012,France,Côtes de Gascogne,Terres Blanches,88,15 ,Southwest France,Domaine Chiroulet
2012,France,Châteauneuf du Pape,Domaine Riché,89,45 ,Rhône Valley,Ravoire et Fils
2012,Italy,Barolo,Marcenasco,88,50 ,Northwestern Italy,Renato Ratti
2012,France,Cahors,Grande Réserve,91,60 ,Southwest France,Château Laur
2012,Italy,Etna,San Lorenzo Rosso,92,58 ,Southern Italy,Girolamo Russo
2012,France,Châteaumeillant,Tradition,86,16 ,Loire Valley,Domaine Siret Courtaud
2012,France,Sancerre,Les Belles Vignes,87,27 ,Loire Valley,Fournier Père et Fils
2012,France,Saint Émilion,Barrel Sample,93,80 ,Bordeaux,Château Monbousquet
2012,Italy,Barbaresco,Basarin,86,40 ,Northwestern Italy,Arbéta
2012,France,Côtes de Provence,Secret de Léoube,90,27 ,Provence,Château Léoube
2012,Italy,Barbaresco,Riserva,85,25 ,Northwestern Italy,Cantina Terre del Barolo
2012,Italy,Friuli Isonzo,Dessimis,90,43 ,Northeastern Italy,Vie di Romans
2012,Italy,Barolo,Sarmassa,87,93 ,Northwestern Italy,Marchesi di Barolo
2012,France,Savoie,Cruet,89,14 ,France Other,Domaine de l Idylle
2012,France,Pouilly Fuissé,Ancestral,89,26 ,Burgundy,Domaine Sangouard Guyot
2012,Italy,Puglia,Codalunga,87,19 ,Southern Italy,Tenute Girolamo
2012,Italy,Barolo,Paiagallo,91,99 ,Northwestern Italy,Mirafiore
2012,Italy,Alto Adige,Castel Ringberg,89,22 ,Northeastern Italy,Elena Walch
2012,France,Brouilly,Château de Saint Lager,85,18 ,Beaujolais,Château de Pizay
2012,France,Côtes du Rhône,Domaine le Garrigon Cuvée des Vieux Truffiers,89,14 ,Rhône Valley,Louis Bernard
2012,Italy,Langhe,La Fenice,87,24 ,Northwestern Italy,Tenimenti Famiglia Cavallero
2012,France,Gigondas,Vieilles Vignes,89,51 ,Rhône Valley,Tardieu Laurent
2012,Italy,Barolo,Monprivato,95,163 ,Northwestern Italy,Mascarello Giuseppe e Figlio
2012,France,Fleurie,Les Roches,89,20 ,Beaujolais,Lucien Lardy
2012,Italy,Toscana,Corbaia,88,70 ,Central Italy,Castello di Bossi
2012,France,Haut Médoc,Donjon de Lamarque,88,30 ,Bordeaux,Château de Lamarque
2012,Italy,Lacryma Christi del Vesuvio,Bianco,89,20 ,Southern Italy,Mastroberardino
2012,Italy,Chianti Rufina,Riserva,88,23 ,Central Italy,Fattoria di Basciano
2012,France,Alsace,Réserve,88,16 ,Alsace,Domaine Moltès
2012,France,Cahors,Les Comtes Cahors,86,12 ,Southwest France,Georges Vigouroux
2012,France,Châteauneuf du Pape,Clos de Beauvenir,95,169 ,Rhône Valley,Château La Nerthe
2012,France,Madiran,Château d Aydie,93,29 ,Southwest France,Famille Laplace
2012,France,Pouilly Fuissé,Clos Varambon,90,36 ,Burgundy,Château des Rontets
2012,Italy,Chianti Classico,La Ghirlanda,89,20 ,Central Italy,Bindi Sergardi
2012,France,Saint Émilion,L Etendard de Château Valade,89,28 ,Bordeaux,Château Valade
2012,Italy,Bolgheri,Varvàra,90,28 ,Central Italy,Castello di Bolgheri
2012,France,Gers,Piaffer,89,27 ,Southwest France,Domaine de Gensac
2012,France,Chablis,Domaine Drouhin Vaudon Sécher Premier Cru,92,40 ,Burgundy,Joseph Drouhin
2012,Italy,Irpinia,Cantine Storiche,86,25 ,Southern Italy,Cantine di Marzo
2012,France,Gevrey Chambertin,Lavaux Saint Jacques Premier Cru,95,168 ,Burgundy,Joseph Drouhin
2012,Italy,Lugana,Sorgente,85,18 ,Northwestern Italy,Citari
2012,Italy,Terre Siciliane,Elisena,90,32 ,Southern Italy,Wiegner
2012,France,Vin de Pays du Val de Loire,Petit Bourgeois,85,13 ,Loire Valley,Henri Bourgeois
2012,France,Côtes du Rhône,Légende des Toques,88,12 ,Rhône Valley,Balma Venitia
2012,France,Cahors,Expression,92,23 ,Southwest France,Château Lamartine
2012,France,Pouilly Loché,Les MÃ»res,86,41 ,Burgundy,Bret Brothers
2012,France,Alsace,Clos Saint Urbain Rangen de Thann Grand Cru,96,120 ,Alsace,Domaine Zind Humbrecht
2012,Italy,Trento,Dosaggio Zero Riserva,94,67 ,Northeastern Italy,Maso Martis
2012,France,Jurançon,Le Barou,93,39 ,Southwest France,Domaine Coustarret
2012,Italy,Chianti Superiore,Casalini,85,18 ,Central Italy,Fattoria Fibbiano
2012,Italy,Gavi,Verga Collection,86,12 ,Northwestern Italy,Natale Verga
2012,France,Sancerre,La Chapelle des Augustins,92,30 ,Loire Valley,Henri Bourgeois
2012,France,Bordeaux,Arnozan Réserve des Chartrons,88,10 ,Bordeaux,Producta Vignobles
2012,Italy,Sicilia,Nero Ossidiana,82,35 ,Southern Italy,Tenuta di Castellaro
2012,Italy,Cortona,Principe,88,30 ,Central Italy,Stefania Mezzetti
2012,France,Saint Véran,Tradition,90,18 ,Burgundy,Collovray et Terrier
2012,Italy,Amarone della Valpolicella,Col de la Bastia,91,90 ,Northeastern Italy,Fattori
2012,Italy,Barbaresco,Bricco di Neive Riserva,86,78 ,Northwestern Italy,Dante Rivetti
2012,Italy,Puglia,Masseria Surani Heracles,86,15 ,Southern Italy,Tommasi
2012,France,Cahors,Les Quatre Eglises,90,17 ,Southwest France,Château Bovila
2012,France,Saint Estèphe,La Croix Bonis,91,27 ,Bordeaux,Château Phélan Ségur
,,,,,,,
2012,Italy,Montefalco Sagrantino,Collepiano,91,50 ,Central Italy,Arnaldo Caprai
2012,Italy,Trentino,Giallo,85,20 ,Northeastern Italy,Gaierhof
2012,Italy,Toscana,Indaco,93,50 ,Central Italy,Tenuta Sette Cieli
2012,France,Bourgogne,Les Sétilles,88,27 ,Burgundy,Olivier Leflaive
2012,Italy,Barolo,Conca,88,70 ,Northwestern Italy,Revello Fratelli
2012,France,Alsace,Galets Oligocène,90,33 ,Alsace,Domaine Bott Geyl
2012,France,Cahors,Grand Vin,93,35 ,Southwest France,Château de Chambert
2012,France,Pouilly Fuissé,Vieilles Vignes,92,74 ,Burgundy,Château de Fuissé
2012,France,Bourgogne,Vieilles Vignes,89,50 ,Burgundy,Domaine Pierre Labet
2012,Italy,Barolo,Monvigliero,94,75 ,Northwestern Italy,Pietro Rinaldi
2012,France,Muscadet Sèvre et Maine,Gorges,92,21 ,Loire Valley,Véronique Günther Chereau
2012,France,Graves,Clos Montesquieu,87,36 ,Bordeaux,Château des Fougères
2012,France,Alsace,Kessler Grand Cru,91,30 ,Alsace,Domaines Schlumberger
2012,Italy,Taurasi,di Umberto,90,34 ,Southern Italy,Donnachiara
2012,Italy,Conegliano Valdobbiadene Prosecco Superiore,Millesimato Black Bottle Extra Dry,86,20 ,Northeastern Italy,Val d Oca
2012,France,Puligny Montrachet,Les Folatières Premier Cru,93,159 ,Burgundy,Olivier Leflaive
2012,Italy,Conegliano Valdobbiadene Prosecco Superiore,Col di Manza Millesimato Rive di Ogliano,87,16 ,Northeastern Italy,Perlage
2012,Italy,Alto Adige,Thurner,87,16 ,Northeastern Italy,Colterenzio
2012,Italy,Etna,Rosso,88,25 ,Southern Italy,Tenuta Monte Gorna
2012,Italy,Chianti Classico,Vaggiolata,87,19 ,Central Italy,Monterotondo
2012,Italy,Chianti Classico,Castelgreve,87,15 ,Central Italy,Castelli del Grevepesa
2012,Italy,Umbria,BramÃ¬to del Cervo,88,20 ,Central Italy,Marchesi Antinori
2012,France,Puligny Montrachet,La Garenne Premier Cru,94,80 ,Burgundy,Au Pied du Mont Chauve
2012,France,Gaillac,Renaissance,93,55 ,Southwest France,Domaine Rotier
2012,Italy,Offida Pecorino,Licoste,86,20 ,Central Italy,Domodimonti
2012,France,Champagne,Vintage Brut,95,80 ,Champagne,Louis Roederer
2012,Italy,Barolo,Enrico VI,92,90 ,Northwestern Italy,Cordero di Montezemolo
2012,France,Alsace,Steinert Grand Cru,93,38 ,Alsace,Rieflé
2012,Italy,Terre Siciliane,Elisena,90,32 ,Southern Italy,Wiegner
2012,Italy,Toscana,Coniale,89,55 ,Central Italy,Castellare
2012,France,Bourgogne,Réserve,86,20 ,Burgundy,Bouchard Père & Fils
2012,Italy,Castel del Monte,Le More,85,40 ,Southern Italy,Santa Lucia
2012,Italy,Barolo,Altenasso,89,60 ,Northwestern Italy,Cavalier Bartolomeo
2012,France,Alsace,Pfersigberg Grand Cru,93,59 ,Alsace,Kuentz Bas
2012,Italy,Chianti Classico,Terrarossa,88,18 ,Central Italy,Melini
2012,France,Chassagne Montrachet,Marquis de Laguiche Premier Cru Morgeot,94,131 ,Burgundy,Joseph Drouhin
2012,France,Beaune,Les Grèves Premier Cru,93,100 ,Burgundy,Domaine de Bellene
2012,France,Cahors,Purple Réserve,88,30 ,Southwest France,Château Lagrézette
2012,Italy,Alto Adige,Strahler,90,26 ,Northeastern Italy,Weingut Stroblhof
2012,France,Fronton,La Guillotte,91,19 ,Southwest France,Château Bouissel
2012,France,Alsace,Steinert Grand Cru,93,38 ,Alsace,Rieflé
2012,France,Corton Charlemagne,Corton Charlemagne Grand Cru,92,230 ,Burgundy,Jean Luc and Paul Aegerter
2012,France,Beaujolais,Nouveau,86,9 ,Beaujolais,Henry Fessy
2012,France,Côtes de Provence,Vie Vité,86,18 ,Provence,Domaine Sainte Marie
2012,Italy,Chianti Classico,I Bastioni,88,24 ,Central Italy,Collazzi
2012,Italy,Barolo,Gattera,93,49 ,Northwestern Italy,Mauro Veglio
2012,Italy,Lambrusco Grasparossa di Castelvetro,Gibe,83,19 ,Central Italy,Tenuta Pederzana
2012,France,Saint Émilion,Le Second,89,18 ,Bordeaux,Château Lagrave
2012,France,Alsace,Clos Saint Landelin,90,75 ,Alsace,René Muré
2012,France,Alsace,Pfaff Gentil,84,18 ,Alsace,La Cave des Vignerons de Pfaffenheim
2012,France,Chambertin,Cuvée Héritiers Latour,94,310 ,Burgundy,Louis Latour
2012,Italy,Verdicchio dei Castelli di Jesi Classico Superiore,Tosius,86,14 ,Central Italy,Cantina Ma.Ri.Ca.
2012,Italy,Offida Pecorino,Pistillo,89,25 ,Central Italy,Poderi San Lazzaro
2012,Italy,Orvieto Classico Superiore,Campo del Guardiano,89,25 ,Central Italy,Palazzone
2012,Italy,Collio,Riserva,90,39 ,Northeastern Italy,Russiz Superiore
2012,Italy,Brunello di Montalcino,Ugolforte,91,60 ,Central Italy,Tenuta San Giorgio
,,,,,,,
2012,France,Cahors,Gariottin Sélection,85,18 ,Southwest France,Pelvillain Frères
2012,Italy,Chianti Classico,Al Limite,90,24 ,Central Italy,San Leonino
2012,Italy,Alto Adige,Cashmere Passito,90,69 ,Northeastern Italy,Elena Walch
2012,Italy,Barolo,Villero,91,75 ,Northwestern Italy,Oddero
2012,Italy,Sicilia,BDP Y,86,12 ,Southern Italy,Baglio di Pianetto
2012,Italy,Barolo,Bussia Cicala,90,100 ,Northwestern Italy,Aldo Conterno
2012,France,Côtes de Gascogne,La Croix d Arton,88,12 ,Southwest France,Domaine d Arton
2012,France,Alsace,Vieilles Vignes,86,20 ,Alsace,Boeckel
2012,Italy,Barolo,Bussia,92,70 ,Northwestern Italy,Attilio Ghisolfi
2012,France,Aloxe Corton,Les Brunettes et Planchots,91,55 ,Burgundy,Château de Santenay
2012,Italy,Barolo,Rocche dell Annunziata,86,55 ,Northwestern Italy,Mario Gagliasso
2012,France,Beaujolais,Domaine Pignard,85,13 ,Beaujolais,Jean Claude Debeaune
2012,Italy,Verdicchio dei Castelli di Jesi Classico,Del Pozzo Buono,87,15 ,Central Italy,Vicari
2012,France,Côtes du Rhône,Esprít Barville,87,12 ,Rhône Valley,Brotte
2012,Italy,Chianti Classico,Piegaia Riserva,87,25 ,Central Italy,Villa Calcinaia
2012,Italy,Toscana,Biserno,92,160 ,Central Italy,Tenuta di Biserno
2012,Italy,Salina,Hierà,90,20 ,Southern Italy,Hauner
2012,Italy,Barolo,del Comune di Serralunga d Alba,90,30 ,Northwestern Italy,Cantina del Nebbiolo
2012,France,Alsace,Tradition,85,29 ,Alsace,Domaine Pfister
2012,Italy,Soave Classico Superiore,Foscarin Slavinus,88,25 ,Northeastern Italy,Monte Tondo
2012,France,Vouvray,Cuvée V,87,14 ,Loire Valley,Bougrier
2012,France,Pouilly Fuissé,Quintessence,91,40 ,Burgundy,Domaine Sangouard Guyot
2012,France,Côtes du Rhône,Héritages,86,16 ,Rhône Valley,Ogier
2012,France,Bordeaux,Grande Réserve,88,13 ,Bordeaux,Château Haut Claribes
2012,France,Alsace,Les Éléments,91,26 ,Alsace,Domaine Bott Geyl
2012,France,Pouilly Loché,Clos des Rocs Monopole,86,36 ,Burgundy,Clos des Rocs
2012,France,Côte Rôtie,Brune et Blonde de Guigal,91,78 ,Rhône Valley,E. Guigal
2012,Italy,Barbaresco,Serracapelli,88,55 ,Northwestern Italy,Poderi Elia
2012,Italy,Barbaresco,Quarantadue42,88,34 ,Northwestern Italy,Rattalino
2012,Italy,Barbaresco,Roncaglie,90,70 ,Northwestern Italy,Poderi Colla
2012,Italy,Brunello di Montalcino,Pelagrilli,91,42 ,Central Italy,Siro Pacenti
2012,France,Nuits St. Georges,Aux Boudots Premier Cru,93,124 ,Burgundy,Roche de Bellene
2012,Italy,Rosso di Montalcino,Tirso,88,27 ,Central Italy,Villa Le Prata
2012,France,Chinon,Loire Valley,87,13 ,Loire Valley,Sauvion
2012,France,Bourgogne,JJ Bourgogne Blanc,87,20 ,Burgundy,Vincent
2012,France,Nuits St. Georges,Procès Premier Cru,94,117 ,Burgundy,Joseph Drouhin
2012,Italy,Rosso di Montalcino,Tirso,88,27 ,Central Italy,Villa Le Prata
2012,Italy,Barbaresco,Rabajà,92,55 ,Northwestern Italy,Giuseppe Cortese
2012,Italy,Cortona,Marius,86,29 ,Central Italy,Baldetti Alfonso
2012,Italy,Vernaccia di San Gimignano,Riserva,87,33 ,Central Italy,La Lastra
2012,France,Sancerre,Domaine des Emois,86,30 ,Loire Valley,Joseph Mellot
2012,France,Alsace,Seppi Landmann Zinnkoeplé Grand Cru,91,36 ,Alsace,Domaine Rieflé Landmann
2012,Italy,Chianti Classico,Piegaia,89,17 ,Central Italy,Villa Calcinaia
2012,Italy,Montescudaio,Principe Guerriero,89,28 ,Central Italy,Pagani de Marchi
2012,Italy,Soave Classico,Monte Zoppega,86,19 ,Northeastern Italy,Nardello
2012,France,Alsace,Letzenberg,91,53 ,Alsace,Jean Baptiste Adam
2012,Italy,Soave Classico,Il Pigno,86,24 ,Northeastern Italy,Marcato
2012,Italy,Chianti Classico,Riserva,86,24 ,Central Italy,Sensi
2012,Italy,Toscana,Per Sempre,90,300 ,Central Italy,Tua Rita
2012,France,Pays d Oc,Rolling Stone Grenache,87,10 ,Languedoc Roussillon,Pierre Qui Roule
2012,Italy,Orvieto Classico,Amabile,86,12 ,Central Italy,Bigi
2012,Italy,Barbaresco,Paolin,88,35 ,Northwestern Italy,Cascina Luisin
2012,France,Sancerre,Le Montarlet,87,20 ,Loire Valley,Joseph Mellot
2012,France,Crémant d Alsace,Clos Liebenberg,93,58 ,Alsace,Zusslin
2012,Italy,Barolo,Margheria,92,85 ,Northwestern Italy,Azelia
2012,France,Alsace,Goldert Grand Cru,95,85 ,Alsace,Domaine Zind Humbrecht
2012,Italy,Barolo,Sorano,86,75 ,Northwestern Italy,Ascheri
2012,Italy,Conegliano Valdobbiadene Prosecco Superiore,Prima Volta Millesimato Dry,87,18 ,Northeastern Italy,Giavi
2012,Italy,Bolgheri,Moreccio,86,40 ,Central Italy,Casa di Terra
2012,Italy,Morellino di Scansano,Capatosta,91,35 ,Central Italy,Poggio Argentiera
2012,France,Pouilly Fuissé,Marie Antoinette,86,29 ,Burgundy,Vincent
2012,Italy,Barolo,Bricco Luciani,88,75 ,Northwestern Italy,Cascina del Monastero
2012,France,Chablis,Fourchaume Premier Cru,85,50 ,Burgundy,Domaine Vrignaud
2012,Italy,Maremma Toscana,Poggio Bestiale,90,60 ,Central Italy,Fattoria di Magliano
2012,France,Alsace,Terroir,89,18 ,Alsace,Domaine Zinck
2012,Italy,Offida Pecorino,Villa Piatti,88,22 ,Central Italy,Collevite
2012,France,Sancerre,Clos Paradis,91,24 ,Loire Valley,Domaine Fouassier
2012,France,Vouvray,Loire Valley,86,12 ,Loire Valley,Sauvion
2012,Italy,Chianti Classico,Capotondo,90,20 ,Central Italy,Castelvecchi
2012,Italy,Morellino di Scansano,Mentore,88,14 ,Central Italy,Fattoria Mantellassi
2012,Italy,Rosso di Montalcino,Paolus,88,20 ,Central Italy,Molino di Sant Antimo
2012,France,Cahors,Expression,92,23 ,Southwest France,Château Lamartine
2012,Italy,Sicilia,Rosso delle Rose,86,15 ,Southern Italy,Masseria del Feudo
2012,Italy,Barbaresco,Bric Baitin,87,50 ,Northwestern Italy,Moccagatta
2012,Italy,Verdicchio dei Castelli di Jesi Classico Superiore,Villa Torre,88,14 ,Central Italy,Tenuta di Tavignano
2012,France,Vouvray,Cuvée Prédilection Brut,91,20 ,Loire Valley,Château Moncontour
2012,France,Alsace,Rangen Grand Cru,90,40 ,Alsace,Wolfberger
2012,Italy,Conegliano Valdobbiadene Prosecco Superiore,Animae Brut Millesimato,85,26 ,Northeastern Italy,Perlage
2012,France,Blaye Côtes de Bordeaux,Grand Vin,89,25 ,Bordeaux,Château la Baronnerie
2012,France,Lalande de Pomerol,Château la Croix,87,30 ,Bordeaux,Château Roc de Boissac
2012,Italy,Toscana,Carato,87,10 ,Central Italy,Erik Banti
,,,,,,,
2012,Italy,Chianti Classico,Villa Antinori Riserva,91,35 ,Central Italy,Marchesi Antinori
2012,France,Muscadet Sèvre et Maine Clisson,Clisson,93,25 ,Loire Valley,Domaine de la Pepière
2012,France,Saint Véran,Les Deux Moulins,87,23 ,Burgundy,Louis Latour
2012,France,Bourgueil,Cuvée les Rochettes,91,20 ,Loire Valley,Domaine les Pins
2012,France,Mâcon Vergisson,La Roche,87,17 ,Burgundy,Domaine Sangouard Guyot
2012,Italy,Barolo,Bussia,88,55 ,Northwestern Italy,Giacosa Fratelli
2012,France,Blaye Côtes de Bordeaux,Excellence,84,28 ,Bordeaux,Château Tour Saint Germain
2012,Italy,Soave,Corte Giacobbe,85,12 ,Northeastern Italy,Dal Cero Tenuta di Corte Giacobbe
2012,Italy,Terre Siciliane,Helios,86,26 ,Southern Italy,Di Giovanna
2012,Italy,Barolo,Monvigliero,92,67 ,Northwestern Italy,Paolo Scavino
2012,Italy,Bolgheri,Greppicante,87,20 ,Central Italy,I Greppi
2012,France,Côtes de Provence,Cuvée 1610,92,38 ,Provence,Château Grand Boise
2012,France,Sancerre,Jadis,95,55 ,Loire Valley,Henri Bourgeois
2012,Italy,Conegliano Valdobbiadene Prosecco Superiore,Bade,87,20 ,Northeastern Italy,Valdellövo
2012,France,Chassagne Montrachet,La Maltroie Premier Cru,93,80 ,Burgundy,Au Pied du Mont Chauve
2012,France,Pouilly Fumé,Cuvée Silice,88,25 ,Loire Valley,Francis Blanchet
2012,Italy,Barolo,Ginestra,90,100 ,Northwestern Italy,Seghesio
2012,France,Fronton,La Folle Noire d Ambat,88,19 ,Southwest France,Le Roc
2012,Italy,Barolo,San Carlo,88,29 ,Northwestern Italy,Dezzani
2012,Italy,Delia Nivolelli,Cutaja Riserva,87,14 ,Southern Italy,Caruso & Minini
2012,France,Bordeaux,La Croix Barton Merlot Cabernet Sauvignon,85,10 ,Bordeaux,Schröder & SchÃ¿ler
2012,Italy,Offida Pecorino,Rugaro Gold,89,17 ,Central Italy,Colli Ripani
2012,Italy,Barolo,Cannubi Boschis,94,165 ,Northwestern Italy,Sandrone
2012,France,Cahors,Classic,89,16 ,Southwest France,Château Famaey
2012,Italy,Toscana,Paleo Bianco,88,75 ,Central Italy,Le Macchiole
2012,France,Lalande de Pomerol,Château la Croix,87,30 ,Bordeaux,Château Roc de Boissac
2012,Italy,Barolo,San Giacomo,88,70 ,Northwestern Italy,Stroppiana
2012,Italy,Barbera d Asti,Nizza La Vigna dell Angelo,88,85 ,Northwestern Italy,Cascina La Barbatella
2012,Italy,Barolo,Rocche di Castelletto,87,75 ,Northwestern Italy,Cascina Chicco
2012,Italy,Barolo,Ravera di Monforte,93,45 ,Northwestern Italy,Rocca Giovanni
2012,Italy,Toscana,Sotirio,89,32 ,Central Italy,PoderNuovo a Palazzone
2012,France,Saint Aubin,Le Charmois Premier Cru,88,40 ,Burgundy,Au Pied du Mont Chauve
2012,Italy,Langhe,Crosè ,87,19 ,Northwestern Italy,Pasquale Pelissero
2012,Italy,Toscana,Ferraiolo,86,40 ,Central Italy,Agricoltori del Chianti Geografico
2012,Italy,Barbera d Alba,Donna Luciana,87,18 ,Northwestern Italy,Moscone
2012,Italy,Toscana,Insoglio del Cinghiale,91,30 ,Central Italy,Campo di Sasso
2012,Italy,Barbaresco,Serraboella,93,90 ,Northwestern Italy,Rivetti Massimo
2012,Italy,Fiano di Avellino,Selvecorte,88,23 ,Southern Italy,Contrada Michele
2012,Italy,Greco di Tufo,Cutizzi,90,37 ,Southern Italy,Feudi di San Gregorio
2012,Italy,Toscana,Terre di Cino,91,29 ,Central Italy,Fattoria Torre a Cona
2012,Italy,Barolo,Aculei,85,47 ,Northwestern Italy,La Bioca
2012,Italy,Barolo,Bussia Trentaquattro 34,86,75 ,Northwestern Italy,Rattalino
2012,France,Côtes de Provence,Breezette,86,18 ,Provence,Domaine de la Sanglière
2012,Italy,Maremma Toscana,Ammiraglia,90,55 ,Central Italy,Marchesi de  Frescobaldi
2012,Italy,Conegliano Valdobbiadene Prosecco Superiore,Riva dei Fiori Brut,86,23 ,Northeastern Italy,Montesel
2012,Italy,Maremma Toscana,Perenzo,89,65 ,Central Italy,Fattoria di Magliano
2012,Italy,Puglia,Monte dei Cocci,86,10 ,Southern Italy,Tenute Girolamo
2012,France,Pauillac,Château Tour Pibran,91,32 ,Bordeaux,Château Pibran
2012,Italy,Vermentino di Sardegna,Costamolino,89,16 ,Southern Italy,Argiolas
2012,Italy,Chianti Classico,Riserva,92,55 ,Central Italy,Nittardi
2012,Italy,Orvieto Classico Superiore,Luigi e Giovanna,88,50 ,Central Italy,Barberani
2013,France,Chablis,Fourchaume Premier Cru,92,46 ,Burgundy,Domaine Gérard Duplessis
2013,France,Tavel,Les Églantiers,89,15 ,Rhône Valley,Brotte
2013,France,Coteaux Varois en Provence,Terres de Saint Louis,84,12 ,Provence,Estandon
2013,France,Alsace,Fronholz,92,57 ,Alsace,Domaine Ostertag
2013,France,Bordeaux,Merlot du Château Sainte Barbe,84,14 ,Bordeaux,Château Sainte Barbe
2013,France,Pouilly Fuissé,Cuvée Marie Antoinette,89,39 ,Burgundy,Vincent
2013,Italy,Toscana,Montesodi,93,44 ,Central Italy,Marchesi de  Frescobaldi
2013,Italy,Colli Orientali del Friuli,Turian,88,24 ,Northeastern Italy,Collavini
2013,France,Alsace,Rotenberg,93,60 ,Alsace,Domaine Zind Humbrecht
2013,France,Alsace,Rosenberg,90,25 ,Alsace,Domaine Ehrhart
2013,Italy,Terre Siciliane,Chiaramonte,85,15 ,Southern Italy,Firriato
2013,Italy,Barbaresco,SorÃ¬ Paitin,91,48 ,Northwestern Italy,Paitin
2013,Italy,Etna,Bianco,89,25 ,Southern Italy,Cantine Russo
2013,France,Bordeaux Rosé,Rosé de Guiet,86,14 ,Bordeaux,Château Tour de Guiet
2013,Italy,Toscana,Velthune,88,40 ,Central Italy,Tenuta Poggio Rosso
2013,France,Pommard,Les Rugiens Premier Cru,91,109 ,Burgundy,Jean Luc and Paul Aegerter
2013,Italy,Terrazze Retiche di Sondrio,Ca  Brione,89,36 ,Northwestern Italy,Nino Negri
2013,Italy,Barolo,Bricco Boschis,96,90 ,Northwestern Italy,Cavallotto
2013,France,Côtes de Provence,Quat  Saisons,90,24 ,Provence,Château la Mascaronne
2013,France,Morgon,Côte de Py Vieilles Vignes,91,28 ,Beaujolais,Laurent Gauthier
2013,Italy,Toscana,Polissena,87,28 ,Central Italy,Il Borro
2013,France,Chablis,Vaillons Premier Cru,92,52 ,Burgundy,Domaine Christian Moreau Père et Fils
2013,France,Madiran,Aydie l Origine,90,14 ,Southwest France,Château d Aydie
2013,France,Tavel,Domaine des Muretins,85,20 ,Rhône Valley,Dauvergne & Ranvier
2013,France,Chablis,Valmur Grand Cru,96,62 ,Burgundy,Domaine Jean Paul et Benoît Droin
2013,France,Chevalier Montrachet,Les Demoiselles,97,476 ,Burgundy,Louis Jadot
2013,France,Alsace,Tradition,86,17 ,Alsace,Domaine Michel Fonne
2013,France,Alsace,Sonnenberg,92,28 ,Alsace,Maurice Schoech & Fils
2013,France,Pouilly Fuissé,Vers Châne,92,40 ,Burgundy,Château de Lavernette
2013,France,Saint Véran,Sur la Carrière,86,43 ,Burgundy,Domaine de la Croix Senaillet
2013,France,Côtes de Provence,Les Papilles,88,15 ,Provence,Les Vignobles Gueissard
2013,France,Alsace,Zellberg,93,58 ,Alsace,Domaine Ostertag
2013,France,Vin de France,SLS Single Blend,85,12 ,France Other,Sacha Lichine
2013,Italy,Toscana,Siepi,91,140 ,Central Italy,Mazzei
2013,France,Bergerac Sec,Réserve,88,13 ,Southwest France,Château Bélingard
2013,France,Bourgogne,Côte Chalonnaise,87,23 ,Burgundy,Louis Max
